pl_name,sy_snum,sy_pnum,sy_mnum,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,st_lum,st_age,sy_dist,discoverymethod,disc_year_y,disc_facility,habitability_percent,cluster,cluster_label
NGTS-6 b,1,1,0,0.882059,0.01677,11.62601404,425.57437,425.57437,0.711,0,983.4246,1356.075,78.2305,1.17554509,0.5759672,4730,0.754,0.767,0.11,-0.59176,9.77,308.262,Transit,2019,Next-Generation Transit Survey (NGTS),19.76,2,Temperate Small Planets
WASP-66 b,1,1,0,4.08605194,0.0546,15.58051,742.13305,742.13305,1.117,0.023,1434.7739,1569.7,85.9,0.669,4.52223035,6600,1.75,1.3,-0.31,,3.7,500.258,Transit,2012,SuperWASP,19.74,,
Kepler-1124 b,1,1,0,2.852348975,0.0309,1.79,,,,0,37.58,631,89.95,0.15795,0.706,3731,0.464,0.482,-0.1,-1.32347,8.395,289.899,Transit,2016,Kepler,19.73,,
TOI-1853 b,1,1,0,1.24362485,0.0213,3.67667,73.2,73.2,9.74,0.03,435.33,1375.5,84.7,0.179,1.2005,4976.9,0.824,0.837,0.11,-0.43227,,165.105,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),19.72,2,Temperate Small Planets
MASCARA-4 b,2,1,0,2.82407165,0.047,17.467935,985.273,985.273,,0,4913.69,2216,88.5,0.897,3.884,7800,1.92,1.75,0,1.08743,0.8,170.696,Transit,2020,Multiple Observatories,19.71,0,Warm Gas Giants
Kepler-113 c,1,2,0,8.925076369,0.076,2.54,8.7,4.877644945,0.308247,0,36.355,624,87.09,0.09994,2.7123,4718,0.7195,0.754,0.045,-0.57598,5.785,262.351,Transit,2014,Kepler,19.7,2,Temperate Small Planets
Kepler-94 b,1,2,0,2.508057497,0.032422808,3.0425,10.84,10.91831663,1.798049,0,216.094,828,87.66,0.1539,1.0929,4715,0.739515,0.755,0.32,-0.61348,2.765,191.904,Transit,2014,Kepler,19.68,2,Temperate Small Planets
TOI-561 d,1,4,0,25.7124,0.158,2.770741585,12.15,12.15,3.2,0.081,21.2,575.42,89.51,0.11514547,4.85,5372,0.843,0.805,-0.365,-0.27327,10.5,85.799,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.68,2,Temperate Small Planets
WASP-69 b,1,1,0,3.86813888,0.04525,11.847913,82.6339,82.6339,0.2765,0,180.5564,963,86.71,1.786,2.2296,4715,0.813,0.826,0.144,,2,49.9605,Transit,2014,SuperWASP,19.68,,
KELT-20 b,1,1,0,3.4741048,0.0556,20.51247,3239.00553,3239.00553,0.806,0,3907.785,2260,86.12,1.4419,3.44626,8720,1.565,1.76,-0.29,1.1038,0.6,136.426,Transit,2017,KELT-North,19.65,0,Warm Gas Giants
TOI-858 B b,2,1,0,3.279722989,0.04435,13.93951446,349.6112477,349.6112477,0.69,0.15,911.3382,1465.63,86.8,1.03940913,3.56055045,5849.5,1.302735,1.081,0.153,0.25285,6.8,250.489,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),19.65,0,Warm Gas Giants
HAT-P-37 b,1,1,0,2.7974424,0.03791,13.204101,378.2177,378.2177,0.89,0.099,412.3914,1210.17,86.8,1.884492525,2.2726566,5500,0.877,0.929,0.03,-0.208,3.6,390.594,Transit,2011,HATNet,19.63,2,Temperate Small Planets
HATS-59 b,1,2,0,5.4161077,0.06112,12.998267,256.17098,256.17098,0.7,0.129,250.6985,1107.5,88.1,1.431,3.4889,5661,1.068,1.038,0.18,-0.00436,4.3,642.884,Transit,2018,HATSouth,19.62,2,Temperate Small Planets
HIP 9618 c,1,2,0,52.563615,0.268,3.3415,7.9,7.9,1.1,0.12,11.7,494.95,,0.1193,6.527,5617.28,0.96275,0.942,-0.059,-0.0716,5.4,67.5478,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),19.62,2,Temperate Small Planets
K2-329 b,1,1,0,12.4551225,0.1016,8.675766,82.6358,82.6358,0.694,0.0697,45.7,650,89.22,,3.621,5282,0.822,0.901,0.098,-0.32514,1.8,233.237,Transit,2020,K2,19.62,2,Temperate Small Planets
Kepler-241 c,1,2,0,36.06587916,0.1871,2.71,,,,0,5.88,397,89.95,0.16606,4.3008,4702,0.686,0.67,-0.17,,8.685,,Transit,2014,Kepler,19.62,,
WASP-63 b,1,1,0,4.37808205,0.055785,15.4907123,117.5971,117.5971,0.176,0.086,1103.2708,1469.91,87.8,0.61,5.3650489,5560,1.86,1.28,0.08,,8.3,290.684,Transit,2012,SuperWASP,19.61,,
WASP-129 b,2,1,0,5.748135655,0.0628,11.78353002,317.83,317.83,1.6,0.096,345.7201,1099.885,87.7,1.22594473,2.67282415,5900,0.9,1,0.15,,1,301.462,Transit,2016,SuperWASP-South,19.59,,
Kepler-340 c,1,2,0,22.8245485,0.2001,4.415,,,,0,1040.56,1448,89.95,0.03179,6.55385,7852.93,1.965,1.958,-0.08,0.86749,1.045,808.762,Transit,2014,Kepler,19.56,,
K2-35 b,1,2,0,2.39984,0.031,1.32,,,,0.13,211,979,87.54,0.042,1.876,4414.355,0.619575,0.701968,0.04,,,252.596,Transit,2016,K2,19.55,,
Kepler-742 b,1,1,0,8.360868238,0.0744,3.67,,,,0,53.68,690,88.81,0.21754,2.7016,4687,0.727321,0.76,0.4,-0.69172,8.285,489.253,Transit,2016,Kepler,19.55,,
Kepler-1337 b,1,1,0,24.4002549,0.1441,2.42,,,,0,8.64,437,88.81,0.09341,2.875,4579,0.674,0.669,-0.16,-0.74221,9.085,601.629,Transit,2016,Kepler,19.54,,
LTT 1445 A b,3,2,0,5.3587657,0.03807,1.36,2.525,2.525,5.3,0.185,5.7,431,89.4,0.23,1.3697764,3340,0.275953,0.2565,-0.34,,,6.86929,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),19.54,,
TOI-1467 b,1,1,0,5.971145065,0.050748,1.85255725,9,9,11,0,18.0882,525.98,88.98,0.13485543,1.5629738,3822,0.4813685,0.489,-0.081,-1.396425,10.3,37.4418,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),19.54,1,Low-Luminosity Small Planets
K2-182 b,1,1,0,4.7369676,0.05225,2.76360334,20.48833743,20.48833743,5.65,0.0555,227.211,969,88.91,0.115,2.5704,5167.5,0.791931,0.865,0.09,-0.3997,4.135,154.83,Transit,2018,K2,19.51,2,Temperate Small Planets
Kepler-32 c,1,5,0,8.752101725,0.066945,2.0205,4.499185,4.499185,0.47,0,9.73,449,87.66,0.1467,2.4246,3791,0.5295,0.54,0,-1.21181,2.69,323.847,Transit,2011,Kepler,19.51,1,Low-Luminosity Small Planets
TOI-1184 b,1,1,0,5.748433803,0.0560135,2.39,6.8,6.8,2.63,0,66.406,767.735,,0.1041,1.8813082,4534,0.69,0.71855,0.017,-0.70115,5.3,58.5946,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),19.51,2,Temperate Small Planets
WASP-53 b,1,2,0,3.3098436,0.04101,12.23504441,677.61356,677.61356,2.28,0.03,241.6656,1029.3,87.08,1.91588322,2.2676536,4953,0.798,0.839,0.22,-0.46344,,201.338,Transit,2017,Multiple Facilities,19.5,2,Temperate Small Planets
Kepler-1089 b,1,1,0,5.132485618,0.0466,1.83,,,,0,18.83,531,86.52,0.09622,1.631,3688,0.5274515,0.52,0,-1.29726,3.72,259.328,Transit,2016,Kepler,19.47,,
NGTS-9 b,1,1,0,4.435272,0.058,11.60232656,921.707,921.707,2.93,0.06,462.8315,1406.56,84.1,0.641,1.97,6287.5,1.38,1.34,0.31,,0.96,609.128,Transit,2019,Next-Generation Transit Survey (NGTS),19.45,,
CoRoT-4 b,1,1,0,9.20205,0.09025,13.339355,228.83,228.83,0.525,0.07,203.9517,1058,90,1.38123234,4.4317333,6190,1.15875,1.16,0.05,,1,726.412,Transit,2008,CoRoT,19.44,,
TOI-892 b,1,1,0,10.626562,0.092,11.99363,301.9377433,301.9377433,,0.125,571.007,1379,88.2,0.753,5.415,6261,1.39,1.28,0.24,0.43136,2.2,340.543,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.44,0,Warm Gas Giants
NGTS-21 b,1,1,0,1.5433897,0.0236,14.90794433,750.0750405,750.0750405,1.25,0,,1357,83.85,,1.95,4660,0.86,0.72,-0.26,,10.02,592.891,Transit,2022,Next-Generation Transit Survey (NGTS),19.41,,
Kepler-1388 c,1,4,0,5.53608151,0.05,1.96,,,,0,22.72,557,89.38,0.14427,2.1817,3938,0.564,0.588706,-0.2,-1.1068,4.47,453.795,Transit,2016,Kepler,19.4,,
Kepler-785 b,1,1,0,1.973760923,0.0249,9.5,,,,0,75.91,752.5,88.24,3.33837,1.82916,4656,0.697971,0.68,-0.04,-0.68251,4.06,642.051,Transit,2016,Kepler,19.39,,
WASP-172 b,1,1,0,5.477433,0.0694,17.59813,149.3797256,149.3797256,0.16,0,1506.5,1737.5,86.7,0.8105,5.2857,6900,1.91,1.49,-0.1,,1.79,538.11,Transit,2018,SuperWASP-South,19.39,,
HAT-P-61 b,1,1,0,1.902408036,0.0301,10.72505879,335.9446262,335.9446262,1.8,0.113,904.2658,1462.155,83.62,1.07178932,1.6616493,5525.6,0.98196,1.004,0.194,-0.1152,2.6,338.84,Transit,2021,HATNet,19.37,0,Warm Gas Giants
HD 106315 c,1,2,0,21.057175,0.15295,4.33,14.9,14.9,1.01,0.116,83,874,88.75,0.0996,4.6655,6290,1.2772975,1.079,-0.255,0.32014,4.48,109.353,Transit,2017,K2,19.37,2,Temperate Small Planets
HAT-P-12 b,1,1,0,3.2130584,0.038375,10.749431,66.5694935,66.394687,0.3076,0,118.075,961.5,89,2.115,2.2533,4650,0.701,0.733,-0.29,-0.678,2.5,142.751,Transit,2009,HATNet,19.36,2,Temperate Small Planets
TOI-5398 b,1,2,0,10.590923,0.098,11.1189,58.7,58.7,0.29,0.13,118.413,933,89.21,1.029,4.1815,6017.1,1.051,1.1295,0.11,0.11725,0.65,130.855,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),19.36,2,Temperate Small Planets
WASP-42 b,1,1,0,4.9816819,0.0548,12.0105835,159.23283,159.23283,0.514,0.061,137.118,987,88.125,1.7305,2.81166,5257.5,0.863,0.884,0.29,,4.4,177.291,Transit,2012,SuperWASP,19.35,,
Qatar-2 b,1,1,0,1.33711647,0.02153,12.823,790.41,790.41,1.8905,0,,1292,88.645,3.1165,1.820748,4645,0.713,0.74,0.02,-0.6832,5,181.374,Transit,2011,Qatar,19.34,,
K2-226 b,1,1,0,3.27109,0.041125,1.53899305,,,,0.22,,1153.5,87.15936,0.0261,2.3616,5397,0.889,0.88,-0.05,-0.25337,9.6,211.265,Transit,2018,K2,19.32,,
K2-91 b,1,1,0,1.4195765,0.0172,1.18,,,,0.09,51.05,,88.62,0.12075,1.048,3488.9,0.302335,0.347552,,-1.84126,,62.5785,Transit,2016,K2,19.3,,
Kepler-1712 b,1,1,0,13.81505213,0.0901,1.99,,,,0,5.18,385,87.66,0.10751,2.4625,3741,0.509,0.515,0.03,-1.17916,13.8,156.264,Transit,2021,Kepler,19.3,,
TOI-2458 b,1,2,0,3.73677947,0.0482,2.604866175,13.31,13.31,3.23,0.087,881.34365,1452.725,84.03,0.03511489,2.0608711,6048.5,1.319875,1.05,-0.1,,5.7,112.958,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),19.3,,
TOI-1410.01,1,2,0,1.21687,0.020322246,3.10083009,12.5,12.5,2.3,0,359.63025,1236.7,,0.124,1.09763,4634.6,0.778749,0.754604,0.328,-0.6216,6.6,72.7512,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),19.28,2,Temperate Small Planets
WASP-178 b,1,1,0,3.34483865,0.05515,20.8091,487.86905,487.86905,0.304,0,5068.725,2402,85.075,1.243,3.4704,9360,1.76,2,0.075,1.21484,0.43,427.678,Transit,2019,WASP-South,19.28,0,Warm Gas Giants
HAT-P-70 b,1,1,0,2.7443216,0.04739,20.573015,2154.8874,2154.8874,1.54,0,5405.6,2475,90,0.9257,3.45,8450,1.858,1.89,-0.059,1.22272,0.6,330.739,Transit,2019,HATNet,19.26,0,Warm Gas Giants
HD 2685 b,1,1,0,4.12690465,0.0568,16.61808,371.8611,371.8611,,0.091,1436.49,1888,89.251,1.0831,4.405,6801,1.56,1.43,0.02,0.66839,1.31,196.852,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),19.23,0,Warm Gas Giants
TOI-4010 b,1,4,0,1.348321251,0.0229,3.107493785,11,11,2.2,0.03,759.8898,1399.93,88.1,0.12063536,1.76341655,4924,0.8551065,0.88,0.37,,6.1,177.504,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),19.23,,
TOI-4010 c,1,4,0,5.414638746,0.058,6.271973795,20.31,20.31,0.5,0.03,119.1171,889.5,88.8,0.49830756,2.85586305,4924,0.8551065,0.88,0.37,,6.1,177.504,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),19.23,,
Kepler-120 b,1,2,0,6.312503864,0.0561,2.105,8.5,8.5,,0,26.01,576,89.38,0.13713,2.7476,4096,0.571,0.591,-0.17,-0.67701,4.115,388.63,Transit,2014,Kepler,19.22,1,Low-Luminosity Small Planets
Kepler-210 b,1,2,0,2.45323549,0.0292,2.26,,,,0,69.2,736,88.02,0.17519,1.658675,4300,0.637495,0.612,-0.12,-0.79874,5.69,232.75,Transit,2014,Kepler,19.21,,
WASP-132 b,1,3,0,7.133514431,0.067,10.07464581,133.1704291,133.1704291,0.785,0.0163,61.4797,722.67,89.555,1.6318765,3.15881325,4775,0.74,0.8,0.22,-0.586,0.5,122.91,Transit,2016,SuperWASP-South,19.17,2,Temperate Small Planets
HD 7924 b,1,3,0,5.39785,0.05682,,,8.68,,0.058,113.7,825.9,,,,5136,0.78,0.832,-0.15,-0.42018,,16.9922,Radial Velocity,2008,W. M. Keck Observatory,19.16,,
HATS-63 b,1,1,0,3.05664905,0.04026,13.02376617,305.1168,305.1168,0.67,0.136,620.38175,1332.04,84.86,1.25175204,2.42031875,5627,1.07,0.931,0.081,0.01199,10.3,623.232,Transit,2018,HATSouth,19.15,0,Warm Gas Giants
TOI-1899 b,1,1,0,29.09022715,0.1556,12.18265167,211.3564163,211.3564163,0.695,0.081,2.9,362,89.705,3.75623333,4.6769826,3854,0.607,0.6295,0.295,,7.25,128.438,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.13,,
HIP 9618 b,1,2,0,20.772869,0.144,3.864190635,8.4,8.4,0.855,0.13,40.3,674.2,,0.1415,4.92786495,5617.28,0.96275,0.942,-0.059,-0.0716,5.4,67.5478,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),19.12,2,Temperate Small Planets
HAT-P-55 b,1,1,0,3.585232485,0.04604,13.89611043,184.97706,184.97706,0.435,0.1545,565.086,1313,87.7,1.69092285,2.9774612,5808,1.011,1.013,-0.03,0.09656,4.2,511.388,Transit,2015,HATNet,19.11,0,Warm Gas Giants
NGTS-10 b,1,1,0,0.7668944,0.0143,13.506845,687.14846,687.14846,1.43,0,,1332,,,1.091,4600,0.697,0.696,-0.02,,10.4,,Transit,2020,Next-Generation Transit Survey (NGTS),19.11,,
HAT-P-14 b,2,1,0,4.6276665,0.06061,13.4508,724.6524,724.6524,1.785,0.1072,1038.78,1596.5,83.5,0.648,2.2044,6600,1.499,1.386,0.11,0.563,1.3,222.663,Transit,2010,HATNet,19.07,0,Warm Gas Giants
Kepler-327 d,1,3,0,13.96948245,0.0901,1.92,,,,0,5.57,392,89.38,0.11447,1.4165,3818,0.532,0.5585,-0.2,-1.13407,8.46,241.987,Transit,2014,Kepler,19.07,,
TOI-1408 b,1,2,0,4.424712,0.05791,16.81347105,565.0650039,565.0650039,0.18,0.13065,271.896,1131,83.6005,0.243,1.4325,6306,1.49,1.3215,4.02,0.47129,2.7,139.484,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),19.07,0,Warm Gas Giants
TOI-2337 b,1,1,0,2.994291519,,10.82684029,508.5254512,508.5254512,,0.019,619.5809,1272.46,,0.11206492,6.9172309,4782,3.224295,1.325,0.39,,4.9,536.046,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),19.07,,
Kepler-1086 b,2,2,0,18.78425728,0.1183,2.27,,,,0,7.02,415,88.81,0.113595,3.2339,4280.5,0.615523,0.651,0.04,-0.85997,8.44,466.084,Transit,2016,Kepler,19.05,,
TOI-559 b,1,1,0,6.98390835,0.0723,12.23439897,1910.148726,1910.148726,5.74,0.151,404.915,1214.5,89.08,0.9163,5.1131,5948.5,1.2215,1.026,-0.069,0.22737,6.8,233.266,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),19.02,0,Warm Gas Giants
TOI-1736 b,1,2,0,7.0730895,0.074,2.89341,12.3,12.3,2.3,0.16,297.503,1111.895,87.3,0.0446,3.945,5663,1.395,1.06,0.138,0.26034,8.6,88.9482,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),18.96,2,Temperate Small Planets
TOI-4406 b,1,1,0,30.08357149,0.201,11.66825311,95.3485221,95.3485221,,0.15,58.0054,803.93,88.48,0.54392108,3.9858103,6062.75,1.351465,1.19,0.1,0.36173,2.9,261.834,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),18.95,2,Temperate Small Planets
K2-115 b,1,1,0,20.2729914,0.1415,11.67652834,293.9919455,293.9919455,0.945,0.137,20.4393,650.5,88.82,1.666,3.7008,5699.5,0.86,0.95,-0.198,-0.14457,10.7,413.591,Transit,2017,K2,18.94,2,Temperate Small Planets
Kepler-551 b,1,1,0,12.3764661,0.0837,2.23,,,,0,6.12,401,88.81,0.1771,2.7534,4202,0.6185,0.622,-0.1,-0.89514,8.8,311.175,Transit,2016,Kepler,18.92,,
HAT-P-33 b,2,1,0,3.474476215,0.049925,19.255737,225.9719,225.9719,0.185,0.13,1701.38,1785.5,87.2,1.1,4.338,6446,1.637,1.375,0.05,0.618,2.3,396.11,Transit,2011,HATNet,18.89,0,Warm Gas Giants
Kepler-1520 b,1,1,0,0.653553572,0.0129,5.545,,,,0,1004.07,1436,66.46,0.43478,1.5399,4550,0.68,0.666,-0.18,-0.67309,4.47,607.917,Transit,2016,Kepler,18.86,,
HIP 65 A b,2,1,0,0.980972785,0.01741,14.33528117,1021.18779,979.3907953,0.48,0.0045,690.28145,1365.975,77.18,4.40891962,0.6631318,4590,0.7242,0.781,0.18,-0.67799,4.1,61.7856,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.83,2,Temperate Small Planets
Kepler-267 b,1,3,0,3.353730333,0.0346,2,37.9,37.9,,0,34.805,619,83.65,0.14419,1.7372,3878,0.5385,0.541571,-0.26,-1.21303,8.455,264.993,Transit,2014,Kepler,18.83,1,Low-Luminosity Small Planets
HATS-34 b,1,1,0,2.10616084,0.03166,14.55787102,299.07803,299.07803,0.4,0.108,691.8428,1376.52,82.28,1.21422239,1.5120467,5380,0.98,0.955,0.25,-0.14026,7.7,508.842,Transit,2016,HATSouth,18.81,0,Warm Gas Giants
HD 86226 b,1,2,0,1628,2.73,,143.0235,292.39,,0.15,,176,,,,5883,1.0365,1.02,0.018,0.04844,3.05,45.683,Radial Velocity,2009,Las Campanas Observatory,18.8,,
WASP-120 b,1,1,0,3.61126721,0.0514,15.06229867,1541.4755,1541.4755,2,0.057,1818.5489,1772.76,82.52,0.61170472,3.54847235,6450,1.87,1.393,-0.05,,2.6,381.174,Transit,2016,SuperWASP,18.79,,
Kepler-1798 b,1,1,0,16.85593054,0.1067,2.08,,,,0,6.25,403,88.81,0.1045,2.588,3972,0.576,0.5805,0.06,-0.95681,13.9,395.196,Transit,2021,Kepler,18.77,,
Kepler-580 b,1,1,0,8.222419656,0.0665,2.28,,,,0,16.3,512,88.24,0.15488,2.7045,4238,0.6225,0.626,-0.13,-0.89626,8.635,323.899,Transit,2016,Kepler,18.77,,
HATS-24 b,1,1,0,1.348496825,0.02547,16.2751234,746.9005,746.9005,0.975,0.121,2706.9606,2067,86.285,1.812688185,2.41331305,6346,1.172,1.212,0,0.29226,0.88,494.182,Transit,2017,HATSouth,18.75,0,Warm Gas Giants
HATS-72 b,1,1,0,7.3279485,0.066517,8.7938258,39.855882,39.855882,0.411,0.013,44.46045,718.15,89.56,1.371,2.99036,4656.1,0.7214,0.7311,0.099,-0.65896,12.17,127.589,Transit,2020,HATSouth,18.74,2,Temperate Small Planets
CoRoT-29 b,1,1,0,2.85057,0.0388,10.0881,268.56635,268.56635,1.445,0.101,,,87.3,,2.19,5260,0.9,0.97,0.2,-0.09414,4.25,806.507,Transit,2015,CoRoT,18.71,,
WASP-23 b,1,1,0,2.944427311,0.0373,10.783058,280.161285,280.161285,1.17,0.0635,317.4314,1076.55,88.39,1.860069195,2.4210447,5150,0.765,0.78,-0.05,,6.2,207.49,Transit,2010,SuperWASP,18.68,,
K2-126 b,1,1,0,7.387066,0.0658,1.92,,,,0.06,35.3,601,89.037395,0.0858,2.6088,4339,0.65,0.666,-0.21,-0.87762,,102.953,Transit,2017,K2,18.67,,
Kepler-661 b,1,1,0,6.029301321,0.0591,3.14,,,,0,52.09,685,89.38,0.21142,1.5798,4509.5,0.676507,0.7,0.2,-0.81411,8.935,534.788,Transit,2016,Kepler,18.66,,
TOI-771 c,1,2,0,7.61,0.046,,,2.87,,0.065,3,365,,,,3370,0.232,0.22,-0.13,-2.20343,,25.2788,Radial Velocity,2025,Paranal Observatory,18.65,,
Kepler-55 b,1,5,0,27.9537959,0.1557,2.58,43,43,,0,6.58,409,85.37,0.10377,6.0904,4504,0.658,0.6475,-0.2,-0.76324,8.17,578.796,Transit,2012,Kepler,18.63,1,Low-Luminosity Small Planets
TOI-2714 b,1,1,0,2.49938825,0.036,13.32195,228,228,0.49,0.164,945.55,1573.5,86.3,1.061,3.065,5701,1.23,1.07,0.3,0.16017,5.5,597.873,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),18.62,0,Warm Gas Giants
TOI-1450 A b,2,2,0,2.04392709,,1.11124038,1.258,1.258,,,44.9493,691.195,86.245,0.0465193,0.9984685,3422,0.4783015,0.48,-0.12,,,22.4467,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),18.61,,
TOI-2018 b,1,1,0,7.435576948,,2.27207818,9.2,9.2,,0,26.0758,576.34,88.52,0.13106803,2.35251605,4196.45,0.621256,0.57,-0.58,-1,,27.9956,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),18.61,1,Low-Luminosity Small Planets
WASP-29 b,1,1,0,3.9227138,0.04566,8.698184,77.54876,77.54876,0.65,0.03,235.573,1030.5,88.8,1.02,2.64864,4800,0.808,0.825,0.11,,14,87.5953,Transit,2010,SuperWASP,18.61,,
TOI-1801 b,2,1,0,10.6439385,0.075,1.98891,10.869,10.869,7.8505,0,10.7276,493.7,89.507,0.124,2.70605595,3815,0.547,0.53055,-0.018,-1.278965,7,30.6796,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),18.59,1,Low-Luminosity Small Planets
K2-101 b,1,1,0,14.67665,0.1124,2,,,,0.1,,618,89.26,0.0679,3.336,4819,0.76,0.8,0.1057,-0.5516,0.79,188.33,Transit,2016,K2,18.54,,
Kepler-1009 b,1,1,0,11.35011832,0.0811,2.08,,,,0,9.26,445,88.81,0.128615,2.3758,3920.5,0.556,0.553,-0.1,-0.98735,8.43,355.019,Transit,2016,Kepler,18.51,,
K2-19 c,1,3,0,11.907195,0.1001,4.37,13.35,13.35,1.06,0.0915,73.1,771,89.04355,0.23325,3.823,5390,0.86,0.91,0.1,,8,289.827,Transit,2015,K2,18.49,,
K2-36 c,1,2,0,5.340888,0.05539,3.12,7.85,7.85,1.3,0.0445,91.8,793,86.917,0.1545,1.19,4920,0.74,0.8,-0.0385,-0.57274,1.4,109.749,Transit,2016,K2,18.49,2,Temperate Small Planets
HD 28109 d,1,3,0,84.26037723,0.411,3.342955125,5.681,5.681,,0.0864,17.3745,513.605,89.682,0.046458305,10.5275295,6220.5,1.428945,1.26,0,,1.1,139.611,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),18.47,,
Kepler-1654 b,1,1,0,1047.8356,2.026,9.180171,158.915,158.915,1.2,0.26,0.3,206,89.982,0.5096,22.992,5597,1.179,1.011,-0.088,0.08991,5,568.117,Transit,2018,Kepler,18.46,3,Orbital Wildcards
L 168-9 b,1,1,0,1.40152215,0.020855,1.46168531,4.335,4.335,7.39,0.105,149.3748,965,85.5,0.05937541,1.08915305,3800,0.6,0.62,0.04,-1.17198,,25.1496,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.44,1,Low-Luminosity Small Planets
Kepler-81 b,1,3,0,5.954897293,0.0524,2.349,17.2,17.2,,0,20.31,541,89.95,0.148255,2.3691,4263,0.582488,0.665,-0.18,-0.90188,5.215,348.291,Transit,2012,Kepler,18.43,1,Low-Luminosity Small Planets
TOI-1751 b,1,1,0,37.46852,0.2133,2.77,17,17,3.865,0.1635,40.5679,677.32,,0.0402,7.5,5996,1.27,0.9191,-0.3865,0.29732,9.5,113.335,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),18.39,2,Temperate Small Planets
HIP 54597 b,1,1,0,3262,3.905,,762.7881768,700.8940884,,0.035,0.0143,,116,,,4799,0.66,0.745,-0.22,-0.68194,5.6,39.7429,Radial Velocity,2023,La Silla Observatory,18.36,,
PH1 b,4,1,0,138.317,0.652,6.18,169,169,,0.0702,,481,90.05,,,6407,1.734,1.528,0.21,,2,1033.16,Transit,2012,Kepler,18.34,,
K2-295 b,1,1,0,4.024881,0.0451,10.1772365,106.47305,106.47305,0.612,0,97.8595,864,89.3,2.28265,2.4888,4444,0.7,0.74,0.14,,,232.801,Transit,2018,K2,18.33,,
HATS-29 b,1,1,0,4.6058787,0.05475,13.492339,207.54299,207.54299,0.411,0.158,,1212,87.385,1.37930349,3.1664215,5670,1.073,1.032,0.16,0.02938,5.5,353.891,Transit,2016,HATSouth,18.32,,
TOI-1670 c,1,2,0,40.7501028,0.249,10.87271128,191.9683578,191.9683578,0.81,0.0785,14.5514,614,88.8395,0.6026,5.392,6330,1.31,1.2145,0.0535,,2.415,168.067,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),18.31,,
HAT-P-20 b,1,1,0,2.87531773,0.03605,9.75,2302.899,2302.899,13.79,0.0158,85.1168,964,86.8,1.6787,1.848,4595,0.694,0.756,0.35,-0.721,6.7,71.0374,Transit,2010,HATNet,18.3,2,Temperate Small Planets
HD 3167 c,1,4,0,29.8454,0.1795,2.86,10.235,10.235,2.16,0.105,16.75,548,89.37526,0.0946,4.869,5333,0.86,0.877,0.015,-0.27003,7.8,47.2899,Transit,2016,K2,18.29,2,Temperate Small Planets
WASP-107 b,1,2,0,5.72148863,0.0553,10.581296,37.980685,37.980685,0.19,0,37.0251,736,89.565,2.17,2.74572,4430,0.66,0.69,0.02,-0.87943,3.4,64.7414,Transit,2017,SuperWASP-South,18.26,1,Low-Luminosity Small Planets
HD 35843 c,1,2,0,46.96215263,0.25,2.504034765,11.32,11.32,3.8,0.153,11.3814,473.73,89.58,0.07577887,5.7832861,5705,0.8881605,0.94,-0.27,-0.12494,2.5,69.6026,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),18.24,2,Temperate Small Planets
Kepler-235 b,1,4,0,3.34021995,0.035,2.18,,,,0,41.11,638,87.185,0.1844,1.9145,4000,0.552,0.54,-0.36,-0.99864,6,428.018,Transit,2014,Kepler,18.24,,
Kepler-970 b,2,1,0,16.73652231,0.1139,2.7535,,,,0,15.95,510,88.81,0.12892,1.9947,4423.5,0.700292,0.672,-0.02,-0.82089,4.68,331.545,Transit,2016,Kepler,18.23,,
