pl_name,sy_snum,sy_pnum,sy_mnum,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,st_lum,st_age,sy_dist,discoverymethod,disc_year_y,disc_facility,habitability_percent,cluster,cluster_label
HD 164922 c,1,4,0,75.765,0.341,,,13,,0.12,6.29,400.5,,,,5390,0.999,0.921146,0.18,-0.15089,9.58,22.0016,Radial Velocity,2016,Multiple Observatories,18.22,,
TOI-3071 b,1,1,0,1.2669381,0.0249,7.147675,68.2,68.2,1.02,0.09,2579.61,2070,82.1,0.258,1.89,6236.5,1.335,1.29,0.35,,0.95,485.219,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),18.21,,
CoRoT-25 b,1,1,0,4.86069,0.057845,12.10786,89.467095,89.467095,0.195,0.11,,1330,84.5,,1.92,6040,1.19,1.09,-0.01,,4.5,1103.48,Transit,2013,CoRoT,18.19,,
G 9-40 b,1,1,0,5.7459982,0.04015,2.025,7.85,7.85,3.2,0,6.27,440.6,88.57,0.365,1.2609,3390,0.3073,0.29,0.04,-1.97102,9.9,27.9276,Transit,2019,K2,18.17,1,Low-Luminosity Small Planets
HATS-64 b,1,1,0,4.90889665,0.06562,17.03734009,305.1168,305.1168,0.245,0.151,1796.74445,1736.49,87.22,0.50737568,5.60956265,6554,2.113,1.564,0.22,0.86747,1.861,1080.15,Transit,2018,HATSouth,18.13,0,Warm Gas Giants
Kepler-1999 b,1,1,0,8.739563128,0.07125,3.55299997,,,,0,26.125,576.5,54.76,0.14365,3.8925,4404.5,0.628,0.632,-0.24,-0.77323,,701.255,Transit,2023,Kepler,18.13,,
Kepler-26 c,1,4,0,17.25120011,0.1071,2.82,6.2,6.2,1.855,0,5,381,88.81,0.22085,2.0966,3981.5,0.53,0.55,-0.125,-1.11124,4.075,335.307,Transit,2011,Kepler,18.12,1,Low-Luminosity Small Planets
WASP-43 b,1,1,0,0.81347408,0.01462,11.276254,603.56217,603.56217,2.665,0,680.8953,1350,82.11,2.568341735,1.164,4400,0.667,0.65,-0.05,-0.82509,3.9,86.7467,Transit,2011,SuperWASP,18.11,2,Temperate Small Planets
WASP-126 b,1,2,0,3.2887885,0.0449,10.63711387,89.6462,89.6462,0.41,0.18,759.3374,1409.42,88.3,0.64778624,3.42,5800,1.27,1.12,0.17,0.15879,6.4,216.526,Transit,2016,SuperWASP-South,18.09,0,Warm Gas Giants
K2-99 b,1,2,0,18.249,0.159,11.80575977,292.402907,292.402907,,0.205,,1148.5,87.7,0.1853,11.1,6069,2.63,1.44,0.2,0.930175,3.05,519.229,Transit,2016,K2,18.06,,
Kepler-988 b,1,1,0,17.76078289,0.11,2.17,,,,0,5.65,393,89.38,0.141465,1.686,3950,0.56,0.561,-0.1,-1.04739,8.48,304.889,Transit,2016,Kepler,18.06,,
GJ 411 b,1,2,0,12.9427,0.078845,,,2.746623275,,0.1075,3.13,359.965,,,,3660,0.3790415,0.38995,-0.36165,-1.683775,8.047,5.675773,Radial Velocity,2019,Haute-Provence Observatory,18.04,,
Kepler-1536 b,1,1,0,364.758031,0.8507,2.98,,,,0,0.18,166,89.38,0.16195,13.006,4386,0.63,0.616,-0.26,-0.8224,2.95,387.248,Transit,2016,Kepler,18.04,,
Kepler-1669 b,1,3,0,9.51220046,0.0729,2.4,,,,0,14.29,496,88.81,0.17719,2.8988,4244.5,0.5815,0.597,-0.23,-0.80265,13.9,543.444,Transit,2020,Kepler,18,,
Kepler-267 c,1,3,0,6.877449897,0.0558,2.13,,,,0,13.365,487,89.38,0.175405,1.34535,3882,0.54,0.541571,-0.26,-1.21303,8.455,264.993,Transit,2014,Kepler,17.99,,
TOI-1710 b,2,1,0,24.2833801,0.164,5.20733579,22.4,22.4,0.905,0.16,31.7569,654,89.7,0.2844,5.2475717,5679.5,0.9627,0.99,0.12,-0.055835,2.8,81.2271,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),17.99,2,Temperate Small Planets
Kepler-415 c,1,2,0,8.70797904,0.0727,2.62,,,,0,29.3,593,89.95,0.176995,2.532,4375,0.643,0.674,-0.18,-0.80504,4.9,530.487,Transit Timing Variations,2014,Kepler,17.98,,
TOI-1749 c,1,3,0,4.491018342,0.0443,2.059014915,14,14,,0.019,36.1539,649.2,88.8,0.12711867,1.8833377,3972,0.555678,0.58,-0.26,,0.8,99.5561,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),17.96,,
Kepler-252 c,1,2,0,10.8484518,0.0813,2.38,,,,0,14.78,500,89.95,0.17433,2.9601,4208,0.5905,0.61,-0.19,-0.78566,8.685,379.424,Transit,2014,Kepler,17.95,,
HAT-P-19 b,1,1,0,4.008784115,0.0466,12.1165071,90.26372,90.26372,0.25,0.067,159.59505,981.2,88.2,2.14837462,2.78694795,4990,0.82,0.842,0.23,-0.432,8.8,202.078,Transit,2010,HATNet,17.94,2,Temperate Small Planets
TOI-776 b,1,2,0,8.246616635,0.06525,1.798,4.5,4.5,4.1,0.06,11.74875,514,89.65,0.1063,2.41,3717,0.538,0.544,-0.2,-1.3098,7.8,27.1701,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),17.93,1,Low-Luminosity Small Planets
HD 15906 c,1,2,0,21.583298,0.141,2.93,,,,0.04,13.37,532,88.75,0.1243,2.19,4757,0.762,0.79,0.02,-0.56864,,45.5621,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),17.89,,
K2-263 b,1,1,0,50.819139,0.2573,2.295,14.85,14.85,5.75,0.145,8.17,470,89.24,0.0582,3.4476,5368,0.85,0.88,-0.08,-0.25964,7,162.481,Transit,2018,K2,17.87,2,Temperate Small Planets
K2-199 c,1,2,0,7.3744897,0.0665,2.83685639,12.4,12.4,2.9,0.03,38.6,673.5,88.89287,0.1585,2.4512,4648,0.68,0.711,-0.17,-0.727025,5.04,107.518,Transit,2018,K2,17.85,2,Temperate Small Planets
K2-264 c,1,2,0,19.661976,0.11283,2.719,,,,0.45,,328.5,89.49,,2.769,3620,0.473,0.4835,0.0535,-1.48149,,185.605,Transit,2018,K2,17.85,,
TOI-2207 b,1,1,0,8.001816798,0.0854,11.11432201,203.4101805,203.4101805,0.8,0.174,430.5277,1218.485,88.84,0.458242565,4.59638785,6123.5,1.56069,1.296,0.181,0.4843,3.3,373.345,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),17.85,0,Warm Gas Giants
HD 15337 c,1,2,0,17.179473,0.12515,2.456,8.11,8.11,3.02,0.096,29.1782,642,88.413,0.07190693,2.232,5131,0.848421,0.851,0.03,-0.32606,7.5,44.8155,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),17.84,2,Temperate Small Planets
TOI-1260 b,1,3,0,3.127463446,0.03665,2.41,8.58,8.58,3.52,0,95.58,860,88.915,0.120691845,1.9812695,4227,0.672,0.6695,-0.1,-0.8732,6.7,73.5977,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),17.84,1,Low-Luminosity Small Planets
K2-83 c,1,2,0,9.99779,0.073655,1.7,,,,0.06,7.16,,89.51,0.1546,2.77,3875.75,0.4855005,0.556642,,-1.20362,,125.529,Transit,2016,K2,17.82,,
Kepler-52 b,1,3,0,7.87740709,0.0639,2.33,79.6,79.6,3.35,0,18.47,500,87.09,0.14368,2.2478,4116,0.621,0.6285,-0.09,-0.92799,8.675,321.542,Transit,2012,Kepler,17.82,1,Low-Luminosity Small Planets
EPIC 220674823 c,1,2,0,13.3393895,0.1073,2.75,6.56,6.56,1.86,0.15,70,774,89,0.0798,3.66,5584,0.96,0.945,0.0425,-0.11919,6.25,244.59,Transit,2016,K2,17.8,2,Temperate Small Planets
HATS-25 b,1,1,0,4.29864661,0.05163,14.20630044,194.82979,194.82979,0.38,0.176,454.8721,1227.43,86.915,1.52757585,3.17372415,5715,1.107,0.994,0.02,0.06819,7.5,471.158,Transit,2016,HATSouth,17.78,0,Warm Gas Giants
Kepler-210 c,1,2,0,7.972513469,0.06406,3.345,,,,0,14.425,497,87.66,0.3245,2.9772,4333.5,0.637495,0.612,-0.12,-0.79874,5.69,232.75,Transit,2014,Kepler,17.78,,
EPIC 229004835 b,1,1,0,16.140442,0.1237,2.05969274,10.4,10.4,4.49,0.23,69.7,771.5,88.76112,0.036,2.1,5870,0.995311,1.0185,-0.135,0.02989,4.9,121.971,Transit,2023,K2,17.74,3,Orbital Wildcards
HATS-60 b,1,1,0,3.5608112,0.04708,11.7105885,210.40346,210.40346,0.537,0.191,762.691,1459,86.29,0.489,3.6241,5688,1.46,1.097,0.335,0.30016,7.55,486.474,Transit,2018,HATSouth,17.67,0,Warm Gas Giants
Qatar-9 b,1,1,0,1.54077523,0.0234,12.3386405,378.2177,378.2177,1.43,0,210.669,1097.5,89.23,2.731,1.7861,4309,0.696,0.719,0.252,-0.82102,7.5,213.771,Transit,2019,Qatar,17.65,1,Low-Luminosity Small Planets
WTS-1 b,1,1,0,3.352057,0.047,16.7,1274.44,1274.44,1.61,0.1,,1500,85.5,1.7636,,6250,1.15,1.2,-0.5,,2.55,2346.01,Transit,2012,United Kingdom Infrared Telescope,17.64,,
K2-108 b,1,1,0,4.7338945,0.0577,5.357633315,59.4,59.4,2.22,0.18,806.2414,1377.32,86.13513,0.08801252,3.5496,5496,1.75948,1.121,0.36,0.40539,7.8,477.295,Transit,2017,K2,17.61,0,Warm Gas Giants
Kepler-1388 b,1,4,0,12.28546077,0.085,2.23,,,,0,7.86,427,89.95,0.180695,3.037,3938,0.564,0.588706,-0.2,-1.1068,4.47,453.795,Transit,2016,Kepler,17.6,,
TOI-1064 b,1,2,0,6.443866874,0.06152,2.523672015,13.5,13.5,4.30062,0.047,61.86565,748.14,87.709,0.10944756,1.95547245,4768.5,0.7315945,0.748,0.05,-0.62342,9.4,68.0726,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),17.6,2,Temperate Small Planets
CoRoT-9 b,2,1,0,95.272725,0.4028,11.859397,266.9736,266.9736,0.905,0.133,,416.5,89.935,1.55,8.174,5625,0.95,0.96,-0.01,,6,412.98,Transit,2009,CoRoT,17.59,,
KELT-9 b,2,1,0,1.48111874,0.03462,20.34024214,845.4278,845.4278,0.53,0,39113.36525,3748.01,86.79,0.677925725,4.03733455,10170,2.362,2.52,-0.03,1.72428,0.3,204.455,Transit,2017,KELT-North,17.59,0,Warm Gas Giants
HD 15906 b,1,2,0,10.9246284,0.09,2.070750905,,,,0.11,34.19135,644.71,87.98,0.069126855,1.83582385,4820.5,0.753065,0.79,0.02,-0.56864,,45.5621,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),17.57,,
TOI-5153 b,1,1,0,20.6204353,0.158,11.61810977,1036.120607,1036.120607,,0.091,49.5559,822.5,88.27,0.5936,4.674,6354,1.39,1.24,0.12,,5.4,390.484,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),17.57,,
Kepler-49 b,1,4,0,7.203850636,0.0595,2.24,8.3,8.3,3.082111,0,15.87,494,89.38,0.19347,2.5556,3936.5,0.561,0.545,-0.05,-0.98371,8.39,311.222,Transit,2012,Kepler,17.53,1,Low-Luminosity Small Planets
OGLE-TR-182 b,1,1,0,3.9791,0.05205,16.47723,336.8998,336.8998,0.426,0.135,,1550,84.3,1.04,,5924,1.53,1.187,0.37,,4.3,2501.75,Transit,2007,OGLE,17.52,,
Kepler-1350 b,1,2,0,4.4968604,0.0413,2.13,,,,0,19.34,535,88.81,0.2303,1.7864,3742,0.528,0.5,-0.2,-1.2834,4.57,340.691,Transit,2016,Kepler,17.47,,
Kepler-34 b,2,1,0,288.822,1.0896,8.564,69.92,69.92,0.613,0.182,,,90.355,,,5913,1.1618,1.0479,-0.07,0.173,,1800.82,Transit,2011,Kepler,17.47,,
Kepler-732 b,1,2,0,9.467814048,0.0677,2.13,,,,0,6.22,403,89.95,0.232525,2.4437,3600.5,0.478,0.491,0.14,-1.375,9.085,174.826,Transit,2016,Kepler,17.47,,
LHS 1140 c,1,2,0,3.7779329,0.027,1.277,1.81,1.81,5.1,0.274,5.7174,430,89.9165,0.29,1.13,3131,0.2139,0.1817,-0.24,-2.38789,5,14.9861,Transit,2018,Multiple Observatories,17.43,1,Low-Luminosity Small Planets
TOI-2145 b,1,1,0,10.261127,0.1109,12.2521,1719.38871,1719.38871,5.2,0.209,515.939,1363.43,88.1,0.17485,7.447,6200,2.7505,1.71845,0.266,1.001575,1.7,224.731,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),17.43,0,Warm Gas Giants
HD 108236 d,1,5,0,14.1757805,0.11025,2.62316413,,,,0.17,53.8795,699.5,89.22,0.080606625,3.7543827,5726.935,0.8825,0.97,-0.3,-0.14997,6.7,64.5978,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),17.41,,
TOI-1842 b,1,1,0,9.5739356,0.10005,12.11501092,68.0152791,68.0152791,0.256,0.203,354.639,1203.775,87.7,0.317,4.3,6077,2.031,1.46,0.27,0.7177,2.495,223.465,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),17.41,0,Warm Gas Giants
HD 109833 b,1,2,0,9.188516,,2.526955,,,,0.18,63.4589,786,88.13,0.046,2.492,5878.5,0.99,1.08,-0.07,0.07188,0.027,79.5561,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),17.4,,
Kepler-32 b,1,5,0,5.901278125,0.0514,2.15,5.75936,5.75936,0.655,0,16.465,513,89.95,0.1694,2.2588,3791,0.5295,0.54,0,-1.21181,2.69,323.847,Transit,2011,Kepler,17.4,1,Low-Luminosity Small Planets
Kepler-691 b,1,1,0,8.114375329,0.0644,2.14,,,,0,11.19,466,89.95,0.17313,2.258,3706.5,0.52,0.54,0.19,-1.30464,8.94,279.115,Transit,2016,Kepler,17.4,,
TOI-2136 b,1,1,0,7.8519175,0.054,2.18029013,6.37,6.37,3.34,0,4.61,387.14,89.2,0.38739591,1.6459363,3369.5,0.34194,0.34,0.02,-1.88606,6.05,33.3631,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),17.39,1,Low-Luminosity Small Planets
HATS-18 b,1,1,0,0.8378434,0.017505,14.986433,629.2239425,629.2239425,1.06845,0.166,3064.4128,2060,85.395,2.13557851,1.944,5600,1.02,1.037,0.28,-0.03152,4.2,624.368,Transit,2016,Multiple Observatories,17.37,0,Warm Gas Giants
Kepler-283 b,1,2,0,11.00815926,0.0884,2.9165,,,,0,29.65,652,87.66,0.15096,2.183,4251,0.631396,0.664,-0.37,-0.93115,8.545,468.094,Transit,2014,Kepler,17.36,,
WASP-14 b,3,1,0,2.2437661,0.037,14.358729,2466.3608,2466.3608,4.656,0.083,1356.33,1872,84.475,1.02,2.817,6475,1.312,1.2555,0,,1.575,161.997,Transit,2008,SuperWASP,17.36,,
HATS-15 b,1,1,0,1.74748753,0.02712,12.385945,689.6911,689.6911,1.97,0.126,,1505,87.13,,2.26968,5311,0.922,0.871,0,-0.20412,11,1139.55,Transit,2016,HATSouth,17.35,,
TOI-908 b,1,1,0,3.183785458,0.041657,3.147008155,16.137,16.137,2.742,0.132,300.2054,1267.325,86.475,0.08502084,2.3911484,5563,1.04018,0.95,0.08,,4.6,175.748,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),17.32,,
K2-114 b,1,1,0,11.39096176,0.0944,10.69,638.8350981,638.8350981,2.99,0.079,43.45105,701.2,89.21,1.4155,3.8844,4973.5,0.862,0.86,0.41,-0.419335,7.6,475.758,Transit,2017,K2,17.3,2,Temperate Small Planets
K2-203 b,1,1,0,9.695101,0.0824,1.37,,,,0.23,,738.4,88.775235,0.0257,3.3276,5013,0.765,0.7932655,-0.0455,-0.47237,6.9,166.147,Transit,2018,K2,17.3,,
TOI-1260 c,1,3,0,7.493161333,0.06565,2.77336735,12.5,12.5,3.16,0,29.81,643,88.045,0.15358235,1.96,4227,0.672,0.6695,-0.1,-0.8732,6.7,73.5977,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),17.24,1,Low-Luminosity Small Planets
TOI-1260 d,1,3,0,33.21666498,0.1116,3.475956745,11.84,11.84,2.14,0,6.44805,411.06,89.14,0.193370345,3.5307488,4226,0.6827155,0.679,-0.1,-0.88941,6.7,73.5977,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),17.24,1,Low-Luminosity Small Planets
TOI-4010 d,1,4,0,14.70901312,0.113,6.363589355,38.15,38.15,0.9,0.07,31.65155,631.345,89,0.50479326,3.6139076,4924,0.8551065,0.88,0.37,,6.1,177.504,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),17.23,,
TOI-1811 b,1,1,0,3.7130733,0.04389,11.43161341,308.9292116,308.9292116,1.23,0.052,55.9743,862.1,86.48,1.861,1.8025,4742.5,0.7895,0.817,0.306,-0.56019,5.9,128.23,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),17.22,2,Temperate Small Planets
HD 21749 c,1,2,0,7.7898513,0.0695,0.94642,3.7,3.7,31.93,,144.765,833.5,88.9,0.0194,2.4455,4634.265,0.7025,0.73,0.003,-0.6862,3.8,16.32,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),17.17,,
WASP-10 b,1,1,0,3.092744522,0.0378,12.203,1010.6714,1010.6714,3.28,0.0473,174.031,961,88.49,2.9,2.2271,4675,0.750341,0.75,0.03,,3.8,140.998,Transit,2008,SuperWASP,17.12,,
CoRoT-8 b,1,1,0,6.2123355,0.063345,6.6641855,69.28694,69.28694,1.275,0.095,,896,88.29,0.651,2.74,5080,0.786,0.88,0.3,-0.4,3,322.037,Transit,2010,CoRoT,17.09,,
K2-139 b,1,1,0,28.382206,0.1793,9.26802368,123.00021,123.00021,0.91,0.12,,544.5,89.58834,1.1093,4.9392,5370,0.88,0.948628,0.23,,1.8,153.856,Transit,2017,K2,16.96,,
Kepler-83 b,2,3,0,9.77044998,0.0729,2.49,4.68968,4.68968,0.675,0,10.555,459.5,89.95,0.208955,2.4764,3989,0.576,0.54,-0.215,-1.10237,4.595,400.409,Transit,2012,Kepler,16.9,1,Low-Luminosity Small Planets
K2-222 b,1,1,0,15.38857,0.12085,2.35,8.7,8.7,3.68,0.16,91.55345,801,88.955385,0.04071051,4.35983215,6000,1.0623,0.989,-0.3,,7.1,101.321,Transit,2018,K2,16.89,,
TOI-1518 b,1,1,0,1.902605961,0.0389,20.29667139,731.0053361,731.0053361,,0.01,17123.0055,2704.765,77.84,0.89849897,2.3653693,7300,1.95,1.79,-0.1,,,225.888,Transit,2021,Multiple Observatories,16.89,,
TOI-5398 c,1,2,0,4.77280485,0.057,3.411065,11.8,11.8,1.5,0.14,370.603,1232,88.4,0.092,3.0165,6008.55,1.0505,1.146,0.09,,0.65,130.855,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),16.85,,
KOBE-1 b,1,2,0,8.5399,0.07006,,,8.8,,0,20.56,594.4,,,,4135,0.619,0.629,-0.01,-0.99576,,23.9718,Radial Velocity,2025,Calar Alto Observatory,16.79,,
KOBE-1 c,1,2,0,29.671,0.16071,,,12.4,,0,3.91,392.5,,,,4135,0.619,0.629,-0.01,-0.99576,,23.9718,Radial Velocity,2025,Calar Alto Observatory,16.79,,
Kepler-1314 b,1,1,0,5.424749281,0.0504,5.175,,,,0,36.31,626,89.95,0.7781,1.1431,4137,0.59,0.58,-0.22,-1.89109,6.03,,Transit,2016,Kepler,16.79,,
HD 28109 c,1,3,0,56.00634782,0.308,4.41872218,7.943,7.943,,0.1203,29.9535,590.935,89.543,0.080095965,9.70335395,6220.5,1.428945,1.26,0,,1.1,139.611,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),16.77,,
K2-141 c,1,2,0,7.7485,0.0683,7,7.7,7.7,0.081,0.046,39.1,695,87.2,,,4584.5,0.681,0.708,-0.03,-0.75,6.3,61.8736,Transit,2018,K2,16.73,2,Temperate Small Planets
TOI-1227 b,1,1,0,27.36267392,0.0886,8.01235719,,,,,2.0223,243.77,88.571,2.06906684,4.4448209,3061,0.50064,0.17,,-2.60033,0.011,100.641,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),16.73,,
WASP-80 b,1,1,0,3.0678527,0.0344,10.861537,174.8,174.8,0.73,0.002,72.442,800,89.02,2.937,2.112,4145,0.571,0.57,-0.14,,3.6,49.7876,Transit,2012,SuperWASP,16.73,,
Kepler-1321 d,1,3,0,5.72086562,0.0566,2.89,,,,0,51.48,683,87.66,0.172685,2.63735,4122,0.706,0.63,0.38,-0.8624,,769.146,Transit,2021,Kepler,16.72,,
TOI-2641 b,1,1,0,4.880968981,0.0607,13.91899675,122.6817651,122.6817651,0.092,0.18,614.06375,1331.405,83.75,0.33855527,1.6460181,6204.5,1.30366,1.16,-0.15,0.34044,10.8,344.045,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),16.67,0,Warm Gas Giants
K2-21 b,1,2,0,9.32448,0.0731,1.7,,,2.7,0.1,10,500,88.64,0.0815,2.441,4033.5,0.6,0.64,-0.11,,1,83.6448,Transit,2015,K2,16.61,,
TOI-5678 b,1,1,0,83.5328732,0.249,5.012435,20,20,,0.14,3.8369,451,89.83,0.24,6.9115,5500.5,0.939,0.905,0,,8.5,165.393,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),16.61,,
HAT-P-68 b,1,1,0,2.29840555,0.02996,12.86096744,230.10892,230.10892,0.727,0.041,194.291,995.715,88.73,3.08320537,2.0870593,4508,0.6701,0.6785,-0.059,-0.77911,11.1,202.152,Transit,2020,HATNet,16.6,2,Temperate Small Planets
Kepler-568 b,1,1,0,11.02347475,0.078,2.26,,,,0,7.23,418,89.95,0.18422,1.421,3744,0.5335,0.539436,0.13,-1.33039,9.945,130.645,Transit,2016,Kepler,16.6,,
TOI-1695 b,1,1,0,3.1342791,0.033548,1.9,5.93,5.93,4.3,0.0485,34.5537,618.36,88.5,0.120980305,1.2634398,3650,0.516105,0.5265,0,-1.35956,,45.1309,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),16.57,1,Low-Luminosity Small Planets
HATS-14 b,1,1,0,2.7667635,0.03815,11.6517555,340.0781,340.0781,1.1905,0.126,505.884,1242.785,88.83,1.49474388,2.6646889,5346,0.933,0.967,0.33,,4.9,513.011,Transit,2015,HATSouth,16.54,,
TOI-1749 b,1,3,0,2.388647551,0.0291,1.36497004,57,57,,0.14,83.8379,801.38,86.4,0.05698512,1.032409,3972,0.555678,0.58,-0.26,,0.8,99.5561,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),16.54,,
TOI-411 c,1,3,0,9.573083,0.0978,2.328,9.72,9.72,3.15,0.16,171.3874,941.92,88.57,0.043640455,3.7949677,6101,1.117,1.101,-0.11,,3.75,62.7792,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),16.53,,
TOI-5218 b,1,1,0,4.29146993,0.0469,9.623789045,657,657,,0,55.5896,729.205,88.41,1.91807234,2.3631328,4083.5,0.6918535,0.739,0.41,-0.82391,6.7,377.483,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),16.53,1,Low-Luminosity Small Planets
HAT-P-46 b,1,1,0,4.46313574,0.0577,13.89272013,156.684,156.684,0.28,0.1215,1405.4798,1509.81,85.5,0.79838271,3.08933525,6853.5,1.39557,1.284,0.3,0.391,2.5,290.736,Transit,2014,HATNet,16.52,0,Warm Gas Giants
TOI-2447 b,1,1,0,69.33684,0.347,9.91229823,124.906564,124.906564,,0.17,44.5933,566.5,,0.8735,7.7255,5777.5,1.023,1.034,0.18,,2.1,148.987,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),16.5,,
GJ 357 b,1,3,0,3.93061285,0.0355,1.217,1.84,1.84,5.6,,14.54505,525,89.12,0.10015,1.291,3505,0.337,0.342,-0.12,-1.79833,,9.44181,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),16.45,,
CoRoT-6 b,1,1,0,8.886593,0.0855,13.069694,940.74,940.74,2.3,0.14,,1021,89.07,,4.08,6090,1.025,1.05,-0.2,,2.5,645.294,Transit,2009,CoRoT,16.44,,
Kepler-1321 b,1,3,0,11.12830484,0.0882,5.814,,,,0,21.2,547,88.24,0.7636,2.7717,4064,0.706,0.63,0.38,-0.8624,4.17,769.146,Transit,2016,Kepler,16.43,,
Kepler-1321 c,1,3,0,2.226491086,0.0302,3.1,,,,0,180.83,935,89.95,0.23266,1.7225,4064,0.706,0.63,0.38,-0.8624,4.17,769.146,Transit,2016,Kepler,16.43,,
CoRoT-23 b,1,1,0,3.6313,0.04809,11.77,972.5598,972.5598,3,0.16,,1685,85.7,,3.888,5900,1.61,1.14,0.05,,7.2,1060.97,Transit,2011,CoRoT,16.39,,
HD 89345 b,1,1,0,11.8143,0.1066,7.11796261,35.7,35.7,0.547,0.208,275.6427,1060.5,87.62,0.15048942,5.6786,5537.5,1.695,1.1385,0.443,0.390455,9.4,132.345,Transit,2018,K2,16.37,3,Orbital Wildcards
K2-119 b,1,1,0,7.727787,0.0699,2.41,,,,0.07,54.9,666,89.4,0.087,2.8716,4632.5,0.71,0.735,-0.05,-0.68533,,365.581,Transit,2017,K2,16.37,,
K2-152 b,1,1,0,32.6503,0.17255,2.55,,,,,2.9,337,,0.159,4,3992,0.6205,0.642,0.105,-1.06048,,108.449,Transit,2018,K2,16.37,,
Wendelstein-1 b,1,1,0,2.663415696,0.0282,12.62334966,188.15536,188.15536,0.72,0.012,113.6142,1515.34,86.12,3.75229489,1.8429688,4151,0.6556845,0.65,,,,305.3,Transit,2020,Haleakala Observatory,16.27,,
K2-225 b,1,1,0,15.87209,0.13745,3.49,,,,0.23,,912.5,88.54467,0.03585,5.396,5733,1.7,1.27,0.47,0.38202,0.0121,357.778,Transit,2018,K2,16.22,,
TOI-1201 b,2,1,0,2.491977085,0.0287,2.316879255,6.28,6.28,2.45,0,40.12265,671.49,88.11,0.20939594,1.59040705,3476,0.508,0.512,0.05,-1.46852,,37.8871,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),16.22,1,Low-Luminosity Small Planets
K2-28 b,1,1,0,2.260438,0.0196,2.32,,,,0,21.7,557.97,88.35,0.653,0.987,3225,0.28,0.2291775,0.26,,,62.9969,Transit,2016,K2,16.2,,
HIP 29442 c,1,3,0,3.53795795,0.04439,1.5655,4.5,4.5,6.3,,412,1170,86.3,,2.429,5289,0.98,0.8955,0.24,-0.1549,11.45,68.192,Radial Velocity,2023,Paranal Observatory,16.19,,
HATS-22 b,1,1,0,4.722815894,0.05025,11.38598875,870.8542,870.8542,3.89,0.0795,111.299,843.2,87.96,2.26753813,2.1903087,4803,0.689,0.759,0,-0.64589,,229.518,Transit,2017,HATSouth,16.15,2,Temperate Small Planets
TOI-1268 b,1,1,0,8.157728,0.0686,8.37310858,96.4,96.4,0.71,0.125,91.0972,889.45,89.3935,0.92295,3.8945,5257,0.86,0.9,0.17,,0.39,109.557,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),16.14,,
HAT-P-15 b,1,1,0,10.863501,0.09645,11.94877,618.960835,618.960835,1.96,0.19,79.7578,833.095,89.1,1.0534566,5.51757335,5568,1.08,1.013,0.22,0,6.8,192.516,Transit,2010,HATNet,16.12,2,Temperate Small Planets
WASP-133 b,1,1,0,2.17642345,0.0345,13.87386453,368.6828,368.6828,0.88,0.17,2054.7956,1753.58,87,0.8114683,3.43978615,5700,1.44,1.16,0.29,,6.8,559.084,Transit,2016,SuperWASP-South,16.11,,
V1298 Tau b,3,4,0,24.1396,0.1688,9.974697625,203.4101805,203.4101805,1.2,0.134,34.1,672.5,88.8795,0.5,6.42,5010,1.33,1.101,0.1,-0.02505,0.023,108.199,Transit,2019,K2,16.04,2,Temperate Small Planets
